Date,PhaseName,Rank,Medal,Person/Team,Country, ,Age (days),Result
07-Aug-2012,Gymnastics - Artistic Beam Women - Olympic Games 2012,23,,"Daniele Hypólito (BRA, 08 Sep 1984)",Brazil,,27-334,14.166
07-Aug-2012,Gymnastics - Artistic Beam Women - Olympic Games 2012,48,,"Ethiene Franco (BRA, 27 Apr 1992)",Brazil,,20-102,13.000
07-Aug-2012,Gymnastics - Artistic Beam Women - Olympic Games 2012,52,,"Bruna Leal (BRA, 24 Apr 1993)",Brazil,,19-105,12.800
07-Aug-2012,Gymnastics - Artistic Beam Women - Olympic Games 2012,67,,"Harumy De Freitas (BRA, 24 Jun 1995)",Brazil,,17-044,12.033
07-Aug-2012,Gymnastics - Artistic Floor Exercise Women - Olympic Games 2012,17,,"Daiane Dos Santos (BRA, 10 Feb 1983)",Brazil,,29-179,14.166
07-Aug-2012,Gymnastics - Artistic Floor Exercise Women - Olympic Games 2012,43,,"Bruna Leal (BRA, 24 Apr 1993)",Brazil,,19-105,13.433
07-Aug-2012,Gymnastics - Artistic Floor Exercise Women - Olympic Games 2012,50,,"Ethiene Franco (BRA, 27 Apr 1992)",Brazil,,20-102,13.166
07-Aug-2012,Gymnastics - Artistic Floor Exercise Women - Olympic Games 2012,80,,"Daniele Hypólito (BRA, 08 Sep 1984)",Brazil,,27-334,11.900
07-Aug-2012,Gymnastics - Artistic Horizontal Bar Men - Olympic Games 2012,28,,"Sergio Sasaki (BRA, 31 Mar 1992)",Brazil,,20-129,14.533
07-Aug-2012,Gymnastics - Artistic Parallel Bars Men - Olympic Games 2012,17,,"Sergio Sasaki (BRA, 31 Mar 1992)",Brazil,,20-129,15.200
07-Aug-2012,Sailing RS:X Men - Olympic Games 2012,9,,"Ricardo Santos (BRA, 08 May 1980)",Brazil,,32-091,113
07-Aug-2012,Sailing RS:X Women - Olympic Games 2012,13,,"Patricia Freitas (BRA, 10 Mar 1990)",Brazil,,22-150,110
07-Aug-2012,Table Tennis Team Women - Olympic Games 2012,9,,Brazil,Brazil,,22-159,
07-Aug-2012,Triathlon Olympic Distance Men - Olympic Games 2012,36,,"Reinaldo Colucci (BRA, 29 Oct 1985)",Brazil,,26-283,1:50:59
07-Aug-2012,Triathlon Olympic Distance Men - Olympic Games 2012,44,,"Diogo Sclebin (BRA, 06 May 1982)",Brazil,,30-093,1:51:51
06-Aug-2012,Athletics Pole Vault Women - Olympic Games 2012,14,,"Fabiana Murer (BRA, 16 Mar 1981)",Brazil,,31-143,4.50
06-Aug-2012,Athletics Shot Put Women - Olympic Games 2012,6,,"Geisa Arcanjo (BRA, 19 Sep 1991)",Brazil,,20-322,19.02
06-Aug-2012,Equestrian - Jumping Team Open - Olympic Games 2012,8,,Brazil,Brazil,,37-259,67.00
06-Aug-2012,Gymnastics - Artistic Rings Men - Olympic Games 2012,1,G,"Arthur Zanetti (BRA, 16 Apr 1990)",Brazil,,22-112,15.900
06-Aug-2012,Gymnastics - Artistic Rings Men - Olympic Games 2012,29,,"Sergio Sasaki (BRA, 31 Mar 1992)",Brazil,,20-128,14.633
06-Aug-2012,Gymnastics - Artistic Uneven Bars Women - Olympic Games 2012,54,,"Daiane Dos Santos (BRA, 10 Feb 1983)",Brazil,,29-178,12.966
06-Aug-2012,Gymnastics - Artistic Uneven Bars Women - Olympic Games 2012,55,,"Ethiene Franco (BRA, 27 Apr 1992)",Brazil,,20-101,12.933
06-Aug-2012,Gymnastics - Artistic Uneven Bars Women - Olympic Games 2012,56,,"Daniele Hypólito (BRA, 08 Sep 1984)",Brazil,,27-333,12.900
06-Aug-2012,Gymnastics - Artistic Uneven Bars Women - Olympic Games 2012,64,,"Bruna Leal (BRA, 24 Apr 1993)",Brazil,,19-104,12.466
06-Aug-2012,Sailing Laser Men - Olympic Games 2012,13,,"Bruno Fontes (BRA, 25 Sep 1979)",Brazil,,32-316,125
06-Aug-2012,Sailing Laser Radial Women - Olympic Games 2012,25,,"Adriana Kostiw (BRA, 16 Mar 1974)",Brazil,,38-143,216
05-Aug-2012,Athletics 100m Men - Olympic Games 2012,27,,"Nilson André (BRA, 30 Jan 1986)",Brazil,,26-188,10.26
05-Aug-2012,Athletics 400m Women - Olympic Games 2012,25,,"Joelma Sousa (BRA, 13 Jul 1984)",Brazil,,28-023,52.69
05-Aug-2012,Athletics 400m Women - Olympic Games 2012,29,,"Geisa Coutinho (BRA, 01 Jun 1980)",Brazil,,32-065,53.43
05-Aug-2012,Athletics Marathon Women - Olympic Games 2012,46,,"Adriana Aparecida Da Silva (BRA, 22 Jul 1981)",Brazil,,31-014,2:33:15
05-Aug-2012,Athletics Triple Jump Women - Olympic Games 2012,18,,"Keila Costa (BRA, 06 Feb 1983)",Brazil,,29-181,13.84
05-Aug-2012,Diving 3m Springboard Women - Olympic Games 2012,28,,"Juliana Veloso (BRA, 22 Dec 1980)",Brazil,,31-227,241.15
05-Aug-2012,Gymnastics - Artistic Floor Exercise Men - Olympic Games 2012,36,,"Sergio Sasaki (BRA, 31 Mar 1992)",Brazil,,20-127,14.533
05-Aug-2012,Gymnastics - Artistic Floor Exercise Men - Olympic Games 2012,59,,"Diego Hypólito (BRA, 19 Jun 1986)",Brazil,,26-047,13.766
05-Aug-2012,Gymnastics - Artistic Pommel Horse Men - Olympic Games 2012,29,,"Sergio Sasaki (BRA, 31 Mar 1992)",Brazil,,20-127,14.033
05-Aug-2012,Sailing Finn Men - Olympic Games 2012,20,,"Jorge Zarif (BRA, 30 Sep 1992)",Brazil,,19-310,161
05-Aug-2012,Tennis Singles Men - Olympic Games 2012,33,,"Thomaz Bellucci (BRA, 30 Dec 1987)",Brazil,,24-219,
04-Aug-2012,Athletics 20km Walk Men - Olympic Games 2012,37,,"Caio Bonfim (BRA, 19 Mar 1991)",Brazil,,21-138,1:24:45
04-Aug-2012,Athletics 100m Women - Olympic Games 2012,12,,"Rosângela Santos (BRA, 20 Dec 1990)",Brazil,,21-228,11.17
04-Aug-2012,Athletics Discus Throw Women - Olympic Games 2012,15,,"Andressa de Morais (BRA, 21 Dec 1990)",Brazil,,21-227,60.94
04-Aug-2012,Athletics Long Jump Men - Olympic Games 2012,7,,"Mauro Vinicius da Silva (BRA, 26 Dec 1986)",Brazil,,25-222,8.01
04-Aug-2012,Rowing Lightweight Double Sculls Women - Olympic Games 2012,13,,Beltrame / De Assis,Brazil,,28-321,7:41.43
04-Aug-2012,Rowing Single Sculls Women - Olympic Games 2012,18,,"Kissya Costa (BRA, 25 Jun 1982)",Brazil,,30-040,
04-Aug-2012,Swimming 4 x 100m Medley Relay Men - Olympic Games 2012,15,,Brazil,Brazil,,25-099,3:37.00
04-Aug-2012,Swimming 50m Freestyle Women - Olympic Games 2012,22,,"Graciele Herrmann (BRA, 01 Jan 1992)",Brazil,,20-216,25.44
04-Aug-2012,Tennis Doubles Men - Olympic Games 2012,5,,Soares / Melo,Brazil,,29-238,
04-Aug-2012,Tennis Doubles Men - Olympic Games 2012,17,,Sá / Bellucci,Brazil,,29-337,
04-Aug-2012,Triathlon Olympic Distance Women - Olympic Games 2012,30,,"Pâmella Oliveira (BRA, 06 Oct 1987)",Brazil,,24-303,2:04:02
03-Aug-2012,Archery Individual Men - Olympic Games 2012,33,,"Daniel Rezende Xavier (BRA, 31 Aug 1982)",Brazil,,29-338,
03-Aug-2012,Judo +78kg Women - Olympic Games 2012,5,,"Maria Suelen Altheman (BRA, 12 Aug 1988)",Brazil,,23-357,
03-Aug-2012,Judo +100kg Men - Olympic Games 2012,3,B,"Rafael Silva (BRA, 11 May 1987)",Brazil,,25-084,
03-Aug-2012,Rowing Single Sculls Men - Olympic Games 2012,19,,"Anderson Nocetti (BRA, 05 Mar 1974)",Brazil,,38-151,
03-Aug-2012,Swimming 50m Freestyle Men - Olympic Games 2012,3,B,"Cesar Cielo (BRA, 10 Jan 1987)",Brazil,,25-206,21.59
03-Aug-2012,Swimming 50m Freestyle Men - Olympic Games 2012,4,,"Bruno Fratus (BRA, 30 Jun 1989)",Brazil,,23-034,21.61
03-Aug-2012,Swimming 100m Butterfly Men - Olympic Games 2012,28,,"Kaio Almeida (BRA, 19 Oct 1984)",Brazil,,27-289,53.14
02-Aug-2012,Canoe Slalom K1 Women - Olympic Games 2012,16,,"Ana Satila (BRA, 13 Mar 1996)",Brazil,,16-142,110.83
02-Aug-2012,Gymnastics - Artistic Individual All-Around Women - Olympic Games 2012,36,,"Bruna Leal (BRA, 24 Apr 1993)",Brazil,,19-100,52.765
02-Aug-2012,Gymnastics - Artistic Individual All-Around Women - Olympic Games 2012,37,,"Daniele Hypólito (BRA, 08 Sep 1984)",Brazil,,27-329,52.732
02-Aug-2012,Gymnastics - Artistic Individual All-Around Women - Olympic Games 2012,38,,"Ethiene Franco (BRA, 27 Apr 1992)",Brazil,,20-097,52.665
02-Aug-2012,Judo 78kg Women - Olympic Games 2012,3,B,"Mayra Aguiar (BRA, 03 Aug 1991)",Brazil,,20-365,
02-Aug-2012,Judo 100kg Men - Olympic Games 2012,9,,"Luciano Corrêa (BRA, 25 Nov 1982)",Brazil,,29-251,
02-Aug-2012,Swimming 100m Freestyle Women - Olympic Games 2012,26,,"Dainara de Paula (BRA, 25 Jul 1989)",Brazil,,23-008,55.94
02-Aug-2012,Swimming 200m Backstroke Men - Olympic Games 2012,13,,"Leonardo de Deus (BRA, 18 Jan 1991)",Brazil,,21-197,1:58.14
02-Aug-2012,Swimming 200m Individual Medley Men - Olympic Games 2012,4,,"Thiago Pereira (BRA, 26 Jan 1986)",Brazil,,26-189,1:56.74
02-Aug-2012,Swimming 200m Individual Medley Men - Olympic Games 2012,12,,"Henrique Rodrigues (BRA, 04 Feb 1991)",Brazil,,21-180,1:59.58
02-Aug-2012,Table Tennis Singles Men - Olympic Games 2012,49,,"Hugo Hoyama (BRA, 09 May 1969)",Brazil,,43-085,
02-Aug-2012,Table Tennis Singles Men - Olympic Games 2012,49,,"Gustavo Tsuboi (BRA, 31 May 1985)",Brazil,,27-063,
01-Aug-2012,Cycling - Road Individual time trial Men - Olympic Games 2012,26,,"Magno Nazaret (BRA, 17 Jan 1986)",Brazil,,26-197,55:50.77
01-Aug-2012,Cycling - Road Individual time trial Women - Olympic Games 2012,18,,"Clemilda Fernandes (BRA, 25 Jun 1979)",Brazil,,33-037,41:25.39
01-Aug-2012,Fencing Individual Epee Men - Olympic Games 2012,28,,"Athos Schwantes (BRA, 13 Feb 1985)",Brazil,,27-170,
01-Aug-2012,Gymnastics - Artistic Individual All-Around Men - Olympic Games 2012,10,,"Sergio Sasaki (BRA, 31 Mar 1992)",Brazil,,20-123,88.965
01-Aug-2012,Judo 70kg Women - Olympic Games 2012,17,,"Maria Portela (BRA, 14 Jan 1988)",Brazil,,24-200,
01-Aug-2012,Judo 90kg Men - Olympic Games 2012,5,,"Tiago Camilo (BRA, 24 May 1982)",Brazil,,30-069,
01-Aug-2012,Shooting 25m Pistol Women - Olympic Games 2012,39,,"Ana Luiza Souza Lima (BRA, 26 Dec 1973)",Brazil,,38-219,560
01-Aug-2012,Swimming 100m Freestyle Men - Olympic Games 2012,6,,"Cesar Cielo (BRA, 10 Jan 1987)",Brazil,,25-204,47.92
01-Aug-2012,Swimming 100m Freestyle Men - Olympic Games 2012,24,,"Nicolas Oliveira (BRA, 04 Aug 1987)",Brazil,,24-363,49.51
01-Aug-2012,Swimming 200m Breaststroke Men - Olympic Games 2012,9,,"Tales Cerdeira (BRA, 21 Jan 1987)",Brazil,,25-193,2:09.77
01-Aug-2012,Swimming 200m Breaststroke Men - Olympic Games 2012,19,,"Henrique Barbosa (BRA, 05 Jul 1984)",Brazil,,28-027,2:12.05
01-Aug-2012,Swimming 200m Butterfly Women - Olympic Games 2012,26,,"Joanna Maranhão (BRA, 29 Apr 1987)",Brazil,,25-094,2:13.17
01-Aug-2012,Table Tennis Singles Women - Olympic Games 2012,49,,"Ligia Silva (BRA, 06 Mar 1981)",Brazil,,31-148,
01-Aug-2012,Table Tennis Singles Women - Olympic Games 2012,49,,"Caroline Kumahara (BRA, 27 Jul 1995)",Brazil,,17-005,
31-Jul-2012,Equestrian - Eventing Individual Open - Olympic Games 2012,42,,Fonseca (Tom Bombadill Too),Brazil,,39-052,
31-Jul-2012,Equestrian - Eventing Individual Open - Olympic Games 2012,44,,Tosi (Eleda All Black),Brazil,,42-352,
31-Jul-2012,Equestrian - Eventing Individual Open - Olympic Games 2012,46,,Carvalho Jorge (Josephine MCJ),Brazil,,37-185,
31-Jul-2012,Equestrian - Eventing Individual Open - Olympic Games 2012,EL,,Fofanoff (Barbara TW),Brazil,,,
31-Jul-2012,Equestrian - Eventing Team Open - Olympic Games 2012,9,,Brazil,Brazil,,40-297,295.20
31-Jul-2012,Fencing Individual Foil Men - Olympic Games 2012,32,,"Guilherme Toldo (BRA, 01 Sep 1992)",Brazil,,19-334,
31-Jul-2012,Gymnastics - Artistic Team Women - Olympic Games 2012,12,,Brazil,Brazil,,22-293,161.295
31-Jul-2012,Judo 63kg Women - Olympic Games 2012,17,,"Mariana Silva (BRA, 22 Feb 1990)",Brazil,,22-160,
31-Jul-2012,Judo 81kg Men - Olympic Games 2012,7,,"Leandro Guilheiro (BRA, 07 Aug 1983)",Brazil,,28-359,
31-Jul-2012,Swimming 200m Butterfly Men - Olympic Games 2012,17,,"Kaio Almeida (BRA, 19 Oct 1984)",Brazil,,27-286,1:56.99
31-Jul-2012,Swimming 200m Butterfly Men - Olympic Games 2012,21,,"Leonardo de Deus (BRA, 18 Jan 1991)",Brazil,,21-195,1:58.03
31-Jul-2012,Swimming 200m Individual Medley Women - Olympic Games 2012,15,,"Joanna Maranhão (BRA, 29 Apr 1987)",Brazil,,25-093,2:14.74
30-Jul-2012,Judo 57kg Women - Olympic Games 2012,9,,"Rafaela Silva (BRA, 24 Apr 1992)",Brazil,,20-097,
30-Jul-2012,Judo 73kg Men - Olympic Games 2012,9,,"Bruno Mendonca (BRA, 04 Apr 1985)",Brazil,,27-117,
30-Jul-2012,Swimming 100m Backstroke Men - Olympic Games 2012,28,,"Daniel Orzechowski (BRA, 01 Jun 1985)",Brazil,,27-059,55.16
30-Jul-2012,Swimming 100m Backstroke Women - Olympic Games 2012,24,,"Fabiola Molina (BRA, 22 May 1975)",Brazil,,37-069,1:01.40
29-Jul-2012,Cycling - Road Road race Women - Olympic Games 2012,23,,"Clemilda Fernandes (BRA, 25 Jun 1979)",Brazil,,33-034,3:35:56
29-Jul-2012,Cycling - Road Road race Women - Olympic Games 2012,OTL,,"Fernanda Souza (BRA, 15 Nov 1981)",Brazil,,30-257,3:50:50
29-Jul-2012,Cycling - Road Road race Women - Olympic Games 2012,DNF,,"Janildes Fernandes (BRA, 23 Aug 1980)",Brazil,,31-341,
29-Jul-2012,Fencing Individual Sabre Men - Olympic Games 2012,22,,"Renzo Agresta (BRA, 27 Jun 1985)",Brazil,,27-032,
29-Jul-2012,Judo 52kg Women - Olympic Games 2012,9,,"Érika Miranda (BRA, 04 Jun 1987)",Brazil,,25-055,
29-Jul-2012,Judo 66kg Men - Olympic Games 2012,17,,"Leandro Cunha (BRA, 13 Oct 1980)",Brazil,,31-290,
29-Jul-2012,Shooting 10m Air Pistol Women - Olympic Games 2012,43,,"Ana Luiza Souza Lima (BRA, 26 Dec 1973)",Brazil,,38-216,367
29-Jul-2012,Swimming 4 x 100m Freestyle Relay Men - Olympic Games 2012,9,,Brazil,Brazil,,25-188,3:16.14
29-Jul-2012,Swimming 100m Breaststroke Men - Olympic Games 2012,12,,"Felipe França (BRA, 14 May 1987)",Brazil,,25-076,1:00.01
29-Jul-2012,Swimming 100m Breaststroke Men - Olympic Games 2012,13,,"Felipe Lima (BRA, 05 Apr 1985)",Brazil,,27-115,1:00.08
29-Jul-2012,Swimming 100m Butterfly Women - Olympic Games 2012,33,,"Dainara de Paula (BRA, 25 Jul 1989)",Brazil,,23-004,1:00.14
28-Jul-2012,Cycling - Road Road race Men - Olympic Games 2012,32,,"Murilo Fischer (BRA, 16 Jun 1979)",Brazil,,33-042,5:46:37
28-Jul-2012,Cycling - Road Road race Men - Olympic Games 2012,DNF,,"Gregory Panizo (BRA, 12 May 1985)",Brazil,,27-077,
28-Jul-2012,Cycling - Road Road race Men - Olympic Games 2012,DNF,,"Magno Nazaret (BRA, 17 Jan 1986)",Brazil,,26-193,
28-Jul-2012,Judo 48kg Women - Olympic Games 2012,1,G,"Sarah Menezes (BRA, 26 Mar 1990)",Brazil,,22-124,
28-Jul-2012,Judo 60kg Men - Olympic Games 2012,3,B,"Felipe Kitadai (BRA, 28 Jul 1989)",Brazil,,23-000,
28-Jul-2012,Swimming 400m Individual Medley Men - Olympic Games 2012,2,S,"Thiago Pereira (BRA, 26 Jan 1986)",Brazil,,26-184,4:08.86
28-Jul-2012,Swimming 400m Individual Medley Women - Olympic Games 2012,DNS,,"Joanna Maranhão (BRA, 29 Apr 1987)",Brazil,,25-090,
24-Aug-2008,Athletics Marathon Men - Olympic Games 2008,38,,"José de Souza (BRA, 22 Apr 1971)",Brazil,,37-124,2:20:25
24-Aug-2008,Athletics Marathon Men - Olympic Games 2008,DNF,,"Marilson dos Santos (BRA, 06 Aug 1977)",Brazil,,31-018,
24-Aug-2008,Athletics Marathon Men - Olympic Games 2008,DNF,,"Franck De Almeida (BRA, 06 Feb 1983)",Brazil,,25-200,
24-Aug-2008,Beach Volleyball Team Men - Olympic Games 2008,2,S,Araujo / Fabio Luiz,Brazil,,32-058,
24-Aug-2008,Beach Volleyball Team Men - Olympic Games 2008,3,B,Emanuel / Ricardo,Brazil,,34-182,
24-Aug-2008,Boxing Light Heavyweight Men - Olympic Games 2008,5,,"Washington Silva (BRA, 25 Feb 1976)",Brazil,,32-181,
24-Aug-2008,Boxing Lightweight Men - Olympic Games 2008,17,,"Everton Lopes (BRA, 08 Aug 1988)",Brazil,,20-016,
24-Aug-2008,Football Team Men - Olympic Games 2008,3,B,Brazil,Brazil,,22-178,
24-Aug-2008,Football Team Women - Olympic Games 2008,2,S,Brazil,Brazil,,25-145,
24-Aug-2008,Gymnastics - Rhythmic Group All-Around Women - Olympic Games 2008,12,,Brazil,Brazil,,20-124,29.125
24-Aug-2008,Handball Team Men - Olympic Games 2008,11,,Brazil,Brazil,,28-301,
24-Aug-2008,Tennis Singles Men - Olympic Games 2008,33,,"Marcos Daniel (BRA, 04 Jul 1978)",Brazil,,30-051,
24-Aug-2008,Tennis Singles Men - Olympic Games 2008,33,,"Thomaz Bellucci (BRA, 30 Dec 1987)",Brazil,,20-238,
24-Aug-2008,Volleyball Team Men - Olympic Games 2008,2,S,Brazil,Brazil,,29-333,
23-Aug-2008,Athletics 4 x 400m Relay Women - Olympic Games 2008,11,,Brazil,Brazil,,27-191,3:30.10
23-Aug-2008,Athletics 800m Men - Olympic Games 2008,18,,"Fabiano Peçanha (BRA, 05 Jun 1982)",Brazil,,26-079,1:47.07
23-Aug-2008,Athletics 800m Men - Olympic Games 2008,45,,"Kleberson Davide (BRA, 20 Jul 1985)",Brazil,,23-034,1:48.53
23-Aug-2008,Basketball Team Women - Olympic Games 2008,11,,Brazil,Brazil,,28-077,
23-Aug-2008,Boxing Featherweight Men - Olympic Games 2008,17,,"Robson Conceição (BRA, 25 Oct 1988)",Brazil,,19-303,
23-Aug-2008,Boxing Flyweight Men - Olympic Games 2008,9,,"Robenilson de Jesus (BRA, 24 Sep 1987)",Brazil,,20-334,
23-Aug-2008,Diving 10m Platform Men - Olympic Games 2008,19,,"Hugo Parisi (BRA, 01 Aug 1984)",Brazil,,24-022,412.95
23-Aug-2008,Diving 10m Platform Men - Olympic Games 2008,24,,"Cassius Duran (BRA, 31 May 1979)",Brazil,,29-084,389.65
23-Aug-2008,Handball Team Women - Olympic Games 2008,9,,Brazil,Brazil,,27-216,
23-Aug-2008,Mountain Bike Cross Country Men - Olympic Games 2008,21,,"Valeriano Rubens Donizeti (BRA, 14 Aug 1979)",Brazil,,29-009,2:05:19
23-Aug-2008,Mountain Bike Cross Country Women - Olympic Games 2008,19,,"Jaqueline Mourão (BRA, 27 Dec 1975)",Brazil,,32-240,
23-Aug-2008,Table Tennis Singles Men - Olympic Games 2008,49,,"Thiago Monteiro (BRA, 15 Jun 1981)",Brazil,,27-069,
23-Aug-2008,Table Tennis Singles Men - Olympic Games 2008,49,,"Gustavo Tsuboi (BRA, 31 May 1985)",Brazil,,23-084,
23-Aug-2008,Taekwondo Heavyweight +67kg Women - Olympic Games 2008,3,B,"Natália Silva (BRA, 09 May 1984)",Brazil,,24-106,
23-Aug-2008,Volleyball Team Women - Olympic Games 2008,1,G,Brazil,Brazil,,27-227,
22-Aug-2008,Athletics 4 x 100m Relay Men - Olympic Games 2008,3,B,Brazil,Brazil,,27-105,38.24
22-Aug-2008,Athletics 4 x 100m Relay Women - Olympic Games 2008,3,B,Brazil,Brazil,,26-231,43.14
22-Aug-2008,Athletics 50km Walk Men - Olympic Games 2008,41,,"Mário Dos Santos (BRA, 10 Sep 1979)",Brazil,,28-347,4:10:25
22-Aug-2008,Athletics Decathlon Men - Olympic Games 2008,DNF,,"Carlos Chinin (BRA, 03 May 1985)",Brazil,,23-111,
22-Aug-2008,Athletics Long Jump Women - Olympic Games 2008,1,G,"Maurren Maggi (BRA, 25 Jun 1976)",Brazil,,32-058,7.04
22-Aug-2008,Athletics Long Jump Women - Olympic Games 2008,10,,"Keila Costa (BRA, 06 Feb 1983)",Brazil,,25-198,6.43
22-Aug-2008,Athletics Pole Vault Men - Olympic Games 2008,24,,"Fábio Gomes da Silva (BRA, 04 Aug 1983)",Brazil,,25-018,5.45
22-Aug-2008,Canoe Sprint C1 1000m Men - Olympic Games 2008,17,,"Nivalter Santos de Jesus (BRA, 17 Sep 1987)",Brazil,,20-340,4:12.556
22-Aug-2008,Modern Pentathlon Individual Women - Olympic Games 2008,17,,"Yane Marques (BRA, 07 Jan 1984)",Brazil,,24-228,5332
22-Aug-2008,Table Tennis Singles Women - Olympic Games 2008,65,,"Mariany Nonaka (BRA, 22 Apr 1988)",Brazil,,20-122,
21-Aug-2008,Athletics 20km Walk Women - Olympic Games 2008,36,,"Tania Spindler (BRA, 10 Apr 1977)",Brazil,,31-133,1:36:46
21-Aug-2008,Athletics 110m Hurdles Men - Olympic Games 2008,30,,"Anselmo Silva (BRA, 22 Mar 1981)",Brazil,,27-152,13.84
21-Aug-2008,Athletics 200m Women - Olympic Games 2008,22,,"Evelyn dos Santos (BRA, 11 Apr 1985)",Brazil,,23-132,23.35
21-Aug-2008,Athletics 400m Men - Olympic Games 2008,45,,"Fernando Almeida (BRA, 03 Aug 1985)",Brazil,,23-018,46.60
21-Aug-2008,Athletics Javelin Throw Women - Olympic Games 2008,26,,"Alessandra Resende (BRA, 05 Mar 1975)",Brazil,,33-169,56.53
21-Aug-2008,Athletics Triple Jump Men - Olympic Games 2008,6,,"Jadel Gregório (BRA, 16 Sep 1980)",Brazil,,27-340,17.20
21-Aug-2008,Athletics Triple Jump Men - Olympic Games 2008,28,,"Jefferson Sabino (BRA, 04 Nov 1982)",Brazil,,25-291,16.45
21-Aug-2008,Beach Volleyball Team Women - Olympic Games 2008,4,,Renata / Talita,Brazil,,26-125,
21-Aug-2008,Beach Volleyball Team Women - Olympic Games 2008,5,,Ana Paula / Larissa,Brazil,,31-160,
21-Aug-2008,Diving 10m Platform Women - Olympic Games 2008,23,,"Juliana Veloso (BRA, 22 Dec 1980)",Brazil,,27-243,283.75
21-Aug-2008,Equestrian - Jumping Individual Open - Olympic Games 2008,9,,Mazza De Benedicto (Bonito Z),Brazil,,30-258,8.0
21-Aug-2008,Equestrian - Jumping Individual Open - Olympic Games 2008,69,,Veniss (Un Blancs de Blanc),Brazil,,25-228,
21-Aug-2008,Equestrian - Jumping Individual Open - Olympic Games 2008,DSQ,,Alves (Chupa Chup 2),Brazil,,33-275,
21-Aug-2008,Equestrian - Jumping Individual Open - Olympic Games 2008,DSQ,,Pessoa (Rufus),Brazil,,35-266,
21-Aug-2008,Open Water Swimming 10km Men - Olympic Games 2008,14,,"Allan Do Carmo (BRA, 03 Aug 1989)",Brazil,,19-018,1:52:16.6
21-Aug-2008,Taekwondo Featherweight 49-57kg Women - Olympic Games 2008,9,,"Debora Nunes (BRA, 19 Jun 1983)",Brazil,,25-063,
20-Aug-2008,Artistic Swimming Duet Women - Olympic Games 2008,13,,Figueira / Teixeira,Brazil,,20-170,89.001
20-Aug-2008,Athletics 200m Men - Olympic Games 2008,30,,"Sandro Viana (BRA, 26 Mar 1977)",Brazil,,31-147,21.07
20-Aug-2008,Athletics 200m Men - Olympic Games 2008,45,,"Bruno De Barros (BRA, 07 Jan 1987)",Brazil,,21-226,21.15
20-Aug-2008,Athletics 400m Hurdles Women - Olympic Games 2008,22,,"Lucimar Teodoro (BRA, 01 May 1981)",Brazil,,27-111,57.68
20-Aug-2008,Open Water Swimming 10km Women - Olympic Games 2008,5,,"Ana Marcela Cunha (BRA, 23 Mar 1992)",Brazil,,16-150,1:59:36.8
20-Aug-2008,Open Water Swimming 10km Women - Olympic Games 2008,7,,"Poliana Okimoto (BRA, 08 Mar 1983)",Brazil,,25-165,1:59:37.4
20-Aug-2008,Sailing RS:X Men - Olympic Games 2008,5,,"Ricardo Santos (BRA, 08 May 1980)",Brazil,,28-104,77
20-Aug-2008,Sailing RS:X Women - Olympic Games 2008,18,,"Patricia Freitas (BRA, 10 Mar 1990)",Brazil,,18-163,135
20-Aug-2008,Taekwondo Flyweight -58kg Men - Olympic Games 2008,9,,"Márcio Ferreira (BRA, 20 Mar 1980)",Brazil,,28-153,
19-Aug-2008,Athletics 100m Hurdles Women - Olympic Games 2008,32,,"Maíla Machado (BRA, 22 Jan 1981)",Brazil,,27-210,13.45
19-Aug-2008,Athletics 400m Women - Olympic Games 2008,36,,"Maria Almirão (BRA, 20 Sep 1977)",Brazil,,30-334,53.26
19-Aug-2008,Athletics 1500m Men - Olympic Games 2008,24,,"Hudson De Souza (BRA, 25 Feb 1977)",Brazil,,31-176,3:37.06
19-Aug-2008,Athletics High Jump Men - Olympic Games 2008,10,,"Jessé de Lima (BRA, 16 Feb 1981)",Brazil,,27-185,2.20
19-Aug-2008,Diving 3m Springboard Men - Olympic Games 2008,24,,"César Castro (BRA, 02 Sep 1982)",Brazil,,25-352,400.60
19-Aug-2008,Equestrian - Dressage Individual Open - Olympic Games 2008,39,,Tavares de Almeida (Samba),Brazil,,16-347,60.833
19-Aug-2008,Equestrian - Dressage Individual Open - Olympic Games 2008,42,,da Silva (Oceano do Top),Brazil,,32-133,60.125
19-Aug-2008,Gymnastics - Artistic Beam Women - Olympic Games 2008,32,,"Jade Barbosa (BRA, 01 Jul 1991)",Brazil,,17-049,14.700
19-Aug-2008,Gymnastics - Artistic Beam Women - Olympic Games 2008,42,,"Ethiene Franco (BRA, 27 Apr 1992)",Brazil,,16-114,14.400
19-Aug-2008,Gymnastics - Artistic Beam Women - Olympic Games 2008,61,,"Daniele Hypólito (BRA, 08 Sep 1984)",Brazil,,23-346,14.000
19-Aug-2008,Gymnastics - Artistic Beam Women - Olympic Games 2008,71,,"Lais Souza (BRA, 13 Dec 1988)",Brazil,,19-250,13.575
19-Aug-2008,Gymnastics - Artistic Beam Women - Olympic Games 2008,73,,"Ana Silva (BRA, 28 Mar 1992)",Brazil,,16-144,13.475
19-Aug-2008,Sailing Laser Men - Olympic Games 2008,27,,"Bruno Fontes (BRA, 25 Sep 1979)",Brazil,,28-329,184
19-Aug-2008,Triathlon Olympic Distance Men - Olympic Games 2008,26,,"Juraci Moreira (BRA, 02 May 1979)",Brazil,,29-109,1:51:35.57
